task_id,split,recon_ok,recon_error,recomputed_call_count,declared_call_count,call_count_agrees,n_nodes,n_edges,depth,n_roots,n_leaves,n_join_nodes,n_fan_out_nodes,n_reused_outputs,n_late_edges,max_reference_distance,mean_reference_distance,n_parallel_branches,critical_path,recomputed_primary_pattern,recomputed_satisfied_patterns,undecidable_patterns,declared_structural_pattern,pattern_agrees,declared_actual_structural_pattern,actual_pattern_agrees,recomputed_answer_type,declared_answer_type,answer_type_agrees,gold_tool_surfaces,gold_primitives,capability_families,declared_workflow_id,declared_cell_tier,declared_query_mode,question_exact_hash,question_skeleton_hash,question_intent_hash
p42_0a6d6797ce5e,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,float,,,reduce_amount|reduce_amount,subtract|subtract,arithmetic.binary|arithmetic.binary,inventory.available_after_two_picks,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,ea0dd34f865e9ab241a07b73c3eb39966a85344192718081eb8767e70b89669f,81060e613965a3e453eda14738538cccc2dfe54a128963722f0f56ec1fff642a,cc2ea3d6d7224c5586e3eaf243f6691c62d51dff1c97185983e4f34098e95b63
p42_fdd33e93aed9,reserve_500,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.six_step_pipeline,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,112b77ded411279432a88a3db1e353a6d3573b21c999d21f6eb17d72ebf36638,ab994d87b7a1d92f5b5a0e03b6d7e3322bda0fc332e2cbdf4d70961260aad3d3,fcb7944fb1580c6203a8bacd9584213654a6fb7d99a9ceea1af8ac5e5586adc3
p42_8dce1eb711f5,reserve_500,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.four_step_adjust_total,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,deb725ffa48578f64c6d487513d93bd873d80ce4fc535d8973eca25861b97c34,b7993bb2e32673d160fac431ae3b20512e0b42708c1f9762b0ad2473bcc81a97,7ad6704df2d63a884b8177de5244b05254ab7be8cedc1613330423b34bbf9858
p42_5fc20417bb61,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,resource_allocation.shrink_then_compare,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,880042512a51c1bf6db3226b28e078a556c7666ef2da7a4a976b4cd208100189,6fcc575effb0c05b359021ab2ab84f70399793f3baf82a9d758cb42de598d0e0,a581f41cf4a3fc451b38fecb1d5a9756adf91ce41028b65bc5042ae91aa1998b
p42_3c14a61bc6a9,reserve_500,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,file_path.scale_adjust_compare,CAPABILITY_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,832612477a3320a8f833eee8b957a44f0004eaf74eafd0b20d4854cf53f3f39f,dc1391150da928f43b025b6fae9b091888570fdd86428efdb321e18dabf70df3,26ce3ab3e835407ef6493efe1800b8b63e2ae901b7fbe70d25e09fc21bfab1f4
p42_2c0bd78feed4,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,midpoint_value|exceeds_value,average_two|is_greater,statistics|comparison,statistics.two_value_mean_threshold,CORE_PROFILE,GRAPH_EXPLICIT,74567457ece8978574d0c4216ae85a765874727b1df7e0de43acc102eaea04a7,afa0624e57c59f8ef93e89db2e3b76d55588278aaef7fea73987f1e5827515ba,9a2392db71ab90fe9ccf2cd0061d204c04a912fd76e6f73845441d9743336fd3
p42_4607a71f2188,reserve_500,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,text_processing.scale_adjust_compare,CAPABILITY_ENRICHMENT,GRAPH_EXPLICIT,626b5b74d417f40c58285358e3b53ebf55e85181ad1b3ca82d313088410ec12f,1cef2f926ca5c361ec3dd8749633666267f954bdf902f72303add78a9b955ef7,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_b3868a8f7827,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,commerce.grow_then_add,CORE_PROFILE,GOAL_BASED_IMPLICIT,f107da39a7543617828e7f54422e750358d493b44ddd804865b139e65a19e6c2,63b828a5aeabe9abbc39c7042bc331cf344843aec415ef536dfeeed6cf167cbc,0af461324f8468ac9f874d392862f3c380fac0b9e8e69b24d93cdaa79db93e0c
p42_ffd4f05ecdcc,reserve_500,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,file_path.scale_adjust_compare,CAPABILITY_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,f377700c25feef177d906e4df2d0632e5c20a13b6004a7a7bdbf7ea10254ff0a,dc1391150da928f43b025b6fae9b091888570fdd86428efdb321e18dabf70df3,26ce3ab3e835407ef6493efe1800b8b63e2ae901b7fbe70d25e09fc21bfab1f4
p42_e368c7d45bd7,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,personal_finance.shrink_then_compare,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,974ca5cd1e7f256adb79f6575153a66be1fb81a13f2efdc130d973d14605ea7f,8033464f25641eaababfa1f91d7eea5317d7e58e9716c556462260b85ce6bfaa,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_4eb64746a213,reserve_500,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,personal_finance.four_step_adjust_total,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,fa5d7febbc0d6b80e6b702f8432027f8cf018ab5ab523bfabce9b05d2f90a531,42b1334f85fe478a9598dce8e134f5b974332b5964ab662147cb8af3ab796fbf,7ad6704df2d63a884b8177de5244b05254ab7be8cedc1613330423b34bbf9858
p42_e23fbed7f1cd,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,commerce.grow_then_add,CORE_PROFILE,GOAL_BASED_IMPLICIT,0ea1a6c6576c75d77fbb3745073deadcd340046c1ee18f1514fc12a70905009f,63b828a5aeabe9abbc39c7042bc331cf344843aec415ef536dfeeed6cf167cbc,0af461324f8468ac9f874d392862f3c380fac0b9e8e69b24d93cdaa79db93e0c
p42_073bfc6a7301,reserve_500,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,travel_distance.four_step_adjust_total,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,8be5cab7cb37b5eefe9e10c4136016757175398b92b7be9610e17778933289ad,6a0e60788fd18b3e8bc9511f5cad8e05a00b91a0bcde062ddcfb7466e853b6f1,e7756da0e0dcfdb46996de35b1753599e3364da1af4b5e2cd359c8e7a61c54a7
p42_00b69f481c1b,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,statistics.grow_then_add,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,762846dbb3d711736f14219f74a6dbe113b681510d944aea6d75a7eccf56b027,73d6b8c4102245cf4dd3623411de2470d5f4238bdb84552c501d47daa8bca235,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_cedcd283de13,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,shrink_by_rate|combine_amounts,decrease_by_percent|add,arithmetic.binary|arithmetic.binary,commerce.discount_then_fee,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,27ddedbe9c4a339fc979c07702135487c5544556971643b91d9e7d179209d5d8,d9b83f8022e171863687417804a725e57baf33958634563b7c3c6a1de0a42545,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_2d9d8d613b7d,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,personal_finance.shrink_then_compare,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,064a0f5d20bb8a569500ba2f65f8ba61cc89388de0288ff38eb086e3aa51a1cd,8033464f25641eaababfa1f91d7eea5317d7e58e9716c556462260b85ce6bfaa,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_0e740821b6eb,reserve_500,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,energy.four_step_adjust_total,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,9a3831bc019256f629913ef748bf6aa57f09f7c862d4ca22f88d2025b3fb43d5,4f697e6481eb97fa25531bb7f67796fc6645053aeb6eabc5772f5d40cf00dad1,a581f41cf4a3fc451b38fecb1d5a9756adf91ce41028b65bc5042ae91aa1998b
p42_7cc4095ad1f0,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,inventory.shrink_then_compare,CORE_PROFILE,SEMI_IMPLICIT,5cc6e9798553117f3021a8f41599f9152f4a365ff9776ab40f365975b916de91,1c70681a16f19c9408c18aa114477650156b96523c7e0cd84f455f96e6e39714,bf6a2235b91f0319e9af3a4d40e066185b8bfc1b26a420f1770cbe5977d434df
p42_217bae3506f4,reserve_500,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,inventory.six_step_pipeline,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,105c2e9e0fb9e5737a8eebaf3955d14d4e7a5b00f83238b1e3b71867cc4b9d13,8d04633b79cb6f206f9bf72a2098da6ab910785a6062ec629dc63553ba3f0609,3ad6ea378b9a222e2b836461c0d0bd8ae0e9c2fe59dfdb0ae4db86ea3e0a3576
p42_70d1a86bc9ab,reserve_500,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,resource_allocation.four_step_adjust_total,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,a2aad2ab5de81bb39c559e0aaba240ebbbcfe1574d0514ae554708a848367c0b,4eda0b23728b77a7a0a07baab0909f421f81ada7bc56ef8073db1a413010c518,d890cf39df320f391f66617033fb3ca8ba32b7bebf0af579d0be27c22904dcfe
p42_8f02ff4b58a5,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,commerce.shrink_then_compare,CORE_PROFILE,DOMAIN_GROUNDED_IMPLICIT,588db7eb4038bbf2df8256a49b76a4901011550f9cafdb885f1bccd60b4f7bdd,87eb9d010541b4c4ebe13b4dd96c261bc591536cc6ad04bc1d958e569cb85fe0,a581f41cf4a3fc451b38fecb1d5a9756adf91ce41028b65bc5042ae91aa1998b
p42_8cca831bf27a,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,portion_by_rate|reduce_amount,percent_of|subtract,arithmetic.binary|arithmetic.binary,commerce.portion_then_remaining,CORE_PROFILE,SEMI_IMPLICIT,f19a9e5fc8cbb0c6c115bed4fdf0d47cd886fb6edb270a6742c355f7c7cdcb8b,42045336740500bdb83974e22446662c277be9f97079fe4a1905c07bf99df4e8,08f6e90f1fec26a4d6e248c38b82a4eab1a3b45d4978d6eb5ad1d1b1061b4e55
p42_4de16b60f4a9,reserve_500,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,energy.scale_adjust_compare,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,c93398ccb8ec7eea6b827c91a66de2565a071e4f64c0e14c09568955b461b342,33ece7c9df9be6157b5ceae779c7eda2803687999e0a044df2925689046ad4f3,26ce3ab3e835407ef6493efe1800b8b63e2ae901b7fbe70d25e09fc21bfab1f4
p42_188a87578fbc,reserve_500,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,measurement.four_step_adjust_total,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,94f7fcffaac5f1f1b28693203418055313e4e4ff844247b770c5b164f8610e6a,f99cc0c9c4adf4b95f5ca157dc6be4f9a57b85972227abf4a95f351ae2a4bcea,d890cf39df320f391f66617033fb3ca8ba32b7bebf0af579d0be27c22904dcfe
p42_17901f637156,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,inventory.grow_then_add,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,a3c5b7357d4a5310d6846b44487b56d5f768bf4b6f645bf6501e807bb20448b2,1840c9340de7ae0c149f529e77251ad385258b6f69ef1ffbd0fb04a02fd9204d,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_4ee460959502,reserve_500,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,date_time.scale_adjust_compare,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,dacbe73b5c56110f86871858f01b13c6f1ec5c60298431b37c621a30a19b985c,3eab6956308520003bb416311428d229628cb02e7d07f2250459bf1bfa9f2b58,26ce3ab3e835407ef6493efe1800b8b63e2ae901b7fbe70d25e09fc21bfab1f4
p42_ae672d52d066,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,statistics.grow_then_add,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,8139e9b6372386f3acd617ed70fff263d221aaf07f034c2abc135d051108cb2d,cdc4dce5ab21d149aa0a1afbef050a95538be6b00742ab239ea785c6b3674e6b,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_dc5c94dc15e1,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,shrink_by_rate|combine_amounts,decrease_by_percent|add,arithmetic.binary|arithmetic.binary,commerce.discount_then_fee,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,3b2879de39c3d84daf79039561a38c2a4e0a7081f36518b9f6944be9dacabe3a,11e7b5134b9e60da79501f424311cfcb82c50a42655d101acbaa8e950ad3f473,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_6d088bae0e79,reserve_500,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.four_step_adjust_total,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,ad81f2a38432ebc744fd1e58ea9fbfdbf9244610f9f3b48e4b1cdbade3463574,b7993bb2e32673d160fac431ae3b20512e0b42708c1f9762b0ad2473bcc81a97,7ad6704df2d63a884b8177de5244b05254ab7be8cedc1613330423b34bbf9858
p42_2a1dc8f54211,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,commerce.grow_then_add,CORE_PROFILE,GOAL_BASED_IMPLICIT,42519223efb5582f671328eda51b9f1fe2e7d1eea765d0aedc4e98c97b826d0b,63b828a5aeabe9abbc39c7042bc331cf344843aec415ef536dfeeed6cf167cbc,0af461324f8468ac9f874d392862f3c380fac0b9e8e69b24d93cdaa79db93e0c
p42_3296ada47ad9,reserve_500,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,quality_control.four_step_adjust_total,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,2ffe687dff1b9a7c92d42a90588a5fb001712502047f1a0cd84d64039551fd70,967a884bea5b754b28a6ca531da3898e77da393ac260ee33401e7bed49623e27,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_612a776267d8,reserve_500,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.six_step_pipeline,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,902c9c418b1e3d3320a35fd82601f6374494debf2e8e47f047738655fc1059eb,2bb1b6181046b247c9b3bce1c195e1da490d374508f5a5df1a53c3d0a7e55663,fcb7944fb1580c6203a8bacd9584213654a6fb7d99a9ceea1af8ac5e5586adc3
p42_09788a04f281,reserve_500,True,,3,3,True,3,3,3,1,1,1,1,1,0,2,1.333333,1,0|1|2,DIAMOND,DIAMOND|FAN_IN_SINGLE|FAN_OUT|REUSE_EARLY_OUTPUT,TYPE_TRANSITION_CHAIN,,,,,float,,,shrink_by_rate|portion_by_rate|combine_amounts,decrease_by_percent|percent_of|add,arithmetic.binary|arithmetic.binary|arithmetic.binary,commerce.discount_tax_total,CORE_PROFILE,DOMAIN_GROUNDED_IMPLICIT,cc59cf0ca7491f3ed87fa35b109745707d7e5ff955cdcb718907ce4a4d204fa0,606859d19d0d9e51115f9266fcf47f33cd702563b7fb84b981c78b8ef10d726d,a581f41cf4a3fc451b38fecb1d5a9756adf91ce41028b65bc5042ae91aa1998b
p42_e5c45104f1fc,reserve_500,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|split_evenly|exceeds_value,add|divide|is_greater,arithmetic.binary|arithmetic.binary|comparison,travel.leg_sum_then_speed,CORE_PROFILE,GRAPH_EXPLICIT,683b98452ac63f994d24f1980135bf47fd3466f94291cc38cf5895d99a361dd4,931a4b0d19a552ea3db650ee2a41c2c22d9c8245c56dbd5920fd257e8ec71887,9a2392db71ab90fe9ccf2cd0061d204c04a912fd76e6f73845441d9743336fd3
p42_617d6e707326,reserve_500,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,energy.six_step_pipeline,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,443e8210f2fdebb990a04052623d0bdbe801726857476bae71ad9dcc87a8c0ef,d6062dd28698187f8168dfba12030fbccdb7782bcb4be514a92f8c6b5166ed3b,9a2392db71ab90fe9ccf2cd0061d204c04a912fd76e6f73845441d9743336fd3
p42_4bea6372913b,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,resource_allocation.grow_then_add,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,f6cf263d52af3ae6b35c3f42cfa799afc008f4c67811eb9e7f20f903944376d3,efbf09e1d6881f3af023c9cee8979f266a4b9e41ca8e6f11bc79596e110c0311,0af461324f8468ac9f874d392862f3c380fac0b9e8e69b24d93cdaa79db93e0c
p42_f83938a877a2,reserve_500,True,,3,3,True,3,3,3,1,1,1,1,1,0,2,1.333333,1,0|1|2,DIAMOND,DIAMOND|FAN_IN_SINGLE|FAN_OUT|REUSE_EARLY_OUTPUT,TYPE_TRANSITION_CHAIN,,,,,float,,,shrink_by_rate|portion_by_rate|combine_amounts,decrease_by_percent|percent_of|add,arithmetic.binary|arithmetic.binary|arithmetic.binary,commerce.discount_tax_total,CORE_PROFILE,DOMAIN_GROUNDED_IMPLICIT,f4f7932ab19cf6daa6987cfa71e53d1eb7ad12f33d1bac4d3a9c6c3331625469,50ccb5643a9e1f0eb2ea3a0c176bf33419df338b6bda1e44b98cd2b6ecf839c3,a581f41cf4a3fc451b38fecb1d5a9756adf91ce41028b65bc5042ae91aa1998b
p42_cfb0039c3387,reserve_500,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,travel_distance.four_step_adjust_total,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,d8f71a48835123f0b1c564a46d0e9639b75d91a36f3e59f7c60c958d883eb548,6a0e60788fd18b3e8bc9511f5cad8e05a00b91a0bcde062ddcfb7466e853b6f1,e7756da0e0dcfdb46996de35b1753599e3364da1af4b5e2cd359c8e7a61c54a7
p42_ffddd16723ab,reserve_500,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,midpoint_value|exceeds_value,average_two|is_greater,statistics|comparison,statistics.two_value_mean_threshold,CORE_PROFILE,GRAPH_EXPLICIT,49b24e5696015cd8472ec6f12884ea43791657a59c86f53aa7a853a7975dd9b2,afa0624e57c59f8ef93e89db2e3b76d55588278aaef7fea73987f1e5827515ba,9a2392db71ab90fe9ccf2cd0061d204c04a912fd76e6f73845441d9743336fd3
