answer_type,call_bucket,call_count,depth,distractor_count,distractor_hardness,generation_cell,graph_template_id,motif,offered_tool_count,paraphrase_status,reference_density,sample_id,semantic_program_family,source,target_failure_mode,target_skill,topology_hash,track
float,4,4,2,12,0.0486,A_4call_branch_aggregate_tool_catalog_00,gt_8be148919345,branch_aggregate,16,unknown,0.375,ttdf_688d7dfd53e2,pf_16bfd96e88f8,train300,distractor_confusion,tool_catalog_search,topo_64b2717a77dd,A
float,2,2,2,13,0.018,G_2call_linear_tool_catalog_02,gt_84f219ac023d,linear,15,unknown,0.333333,ttdf_2537c818df85,pf_df73cfe89da3,train300,distractor_confusion,tool_catalog_search,topo_fdeb50f24873,G
float,2,2,2,12,0.0097,G_2call_linear_tool_catalog_02,gt_84f219ac023d,linear,14,unknown,0.333333,ttdf_73a95eb94f13,pf_ed76b80021cb,train300,distractor_confusion,tool_catalog_search,topo_fdeb50f24873,G
float,2,2,2,7,0.0,G_2call_linear_continuation_03,gt_593776dcf098,linear,9,unknown,0.166667,ttdf_ad5b49a1c4ab,pf_1ff0a775ed52,train300,wrong_second_tool_after_correct_prefix,continuation_after_observation,topo_fdeb50f24873,G
float,5,5,3,10,0.0525,A_5call_branch_aggregate_tool_catalog_00,gt_338bec07a2b7,branch_aggregate,15,unknown,0.4,ttdf_f5291abb4df5,pf_eefba2b80139,train300,distractor_confusion,tool_catalog_search,topo_926c72bac680,A
float,2,2,2,8,0.0744,A_2call_linear_continuation_04,gt_593776dcf098,linear,10,unknown,0.142857,ttdf_167a725e87ee,pf_1644388f7bca,train300,wrong_second_tool_after_correct_prefix,continuation_after_observation,topo_fdeb50f24873,A
float,4,4,4,5,0.0233,A_4call_linear_variable_pla_00,gt_e7394a0072bd,linear,9,unknown,0.428571,ttdf_29a5374ffa1c,pf_62ea7afb57d0,train300,too_few_calls,variable_planning,topo_5296967693d8,A
float,2,2,2,6,0.0,G_2call_linear_continuation_00,gt_475bbf724df0,linear,8,unknown,0.5,ttdf_532d50f0732d,pf_f4d5446a2056,train300,wrong_second_tool_after_correct_prefix,continuation_after_observation,topo_fdeb50f24873,G
float,5,5,5,3,0.0875,A_5call_linear_long_horizon_00,gt_db9416c6f45d,linear,8,unknown,0.444444,ttdf_f21e2b3a1df3,pf_588640f6051e,train300,premature_stop,long_horizon_planning,topo_d228dd6db98a,A
float,6+,7,5,8,0.062,A_6pcall_fan_in_tool_catalog_01,gt_8409c5e0df67,fan_in,15,unknown,0.5,ttdf_ed4a7e43fad4,pf_f2e9d4219be1,train300,distractor_confusion,tool_catalog_search,topo_ca6030f187be,A
float,5,5,5,4,0.035,A_5call_linear_long_horizon_00,gt_c5bfc7bb801b,linear,9,unknown,0.5,ttdf_9be7c6634296,pf_0c70d4173c55,train300,premature_stop,long_horizon_planning,topo_d228dd6db98a,A
float,4,4,4,5,0.0749,G_4call_linear_variable_pla_00,gt_0ec1fa9b3f3f,linear,9,unknown,0.5,ttdf_4b8a1b98da61,pf_39e295cf88a0,train300,too_few_calls,variable_planning,topo_5296967693d8,G
float,6+,8,5,1,0.0622,A_6pcall_fan_in_tool_catalog_02,gt_84951d6fd2f3,fan_in,9,unknown,0.583333,ttdf_35d84caa80a4,pf_d659c7a90178,train300,distractor_confusion,tool_catalog_search,topo_c39b8213eda5,A
float,6+,8,7,6,0.0486,A_6pcall_fan_in_tool_catalog_01,gt_4435b33b9bdf,fan_in,14,unknown,0.538462,ttdf_bfbb9cf450ca,pf_6a72121aed9f,train300,distractor_confusion,tool_catalog_search,topo_4769cc1ff8df,A
float,3,3,2,8,0.0,G_3call_fan_in_variable_pla_00,gt_cb9ed77a2f5f,fan_in,11,unknown,0.4,ttdf_8f88fd432c9f,pf_19e1f0495d40,train300,too_few_calls,variable_planning,topo_911586a55488,G
float,2,2,2,7,0.0,G_2call_linear_continuation_03,gt_84f219ac023d,linear,9,unknown,0.333333,ttdf_73596c9703cc,pf_a477cde89abf,train300,wrong_second_tool_after_correct_prefix,continuation_after_observation,topo_fdeb50f24873,G
float,2,2,2,13,0.009,G_2call_linear_tool_catalog_02,gt_29243c224d3b,linear,15,unknown,0.333333,ttdf_598754ab0b49,pf_1c4548bf16ce,train300,distractor_confusion,tool_catalog_search,topo_fdeb50f24873,G
float,4,4,2,14,0.0479,A_4call_branch_aggregate_tool_catalog_00,gt_0f64be964c9f,branch_aggregate,18,unknown,0.375,ttdf_8c4efd16cc6a,pf_a847108e0245,train300,distractor_confusion,tool_catalog_search,topo_64b2717a77dd,A
bool,2,2,2,10,0.0333,A_2call_linear_continuation_01,gt_dfaf3c6d7b7a,linear,12,unknown,0.25,ttdf_272ce16153d2,pf_f83c3a3e3337,train300,wrong_second_tool_after_correct_prefix,continuation_after_observation,topo_fdeb50f24873,A
float,4,4,2,13,0.0592,G_4call_branch_aggregate_tool_catalog_00,gt_0f64be964c9f,branch_aggregate,17,unknown,0.375,ttdf_adabb13832c4,pf_79d76b902df9,train300,distractor_confusion,tool_catalog_search,topo_64b2717a77dd,G
int,6+,6,4,10,0.0548,G_6pcall_branch_aggregate_tool_catalog_00,gt_d8adfdfa9f35,branch_aggregate,16,unknown,0.416667,ttdf_2416d321d9dc,pf_0f9e19302864,train300,distractor_confusion,tool_catalog_search,topo_8c144cdbfcfb,G
list,3,3,3,6,0.0437,A_3call_linear_variable_pla_00,gt_63efcb8f904f,linear,9,unknown,0.2,ttdf_2b7b2e5311b5,pf_b54a564136ab,train300,too_few_calls,variable_planning,topo_1c8dbe1830b2,A
float,6+,7,5,9,0.0648,A_6pcall_fan_in_tool_catalog_01,gt_affbdab3e455,fan_in,16,unknown,0.428571,ttdf_8db5901e0f81,pf_5a141f26cfab,train300,distractor_confusion,tool_catalog_search,topo_9e01698159b0,A
float,4,4,4,5,0.0262,A_4call_linear_variable_pla_00,gt_0ec1fa9b3f3f,linear,9,unknown,0.5,ttdf_c4f4e5696839,pf_6c465751ff4d,train300,too_few_calls,variable_planning,topo_5296967693d8,A
float,3,3,3,6,0.0311,G_3call_linear_variable_pla_00,gt_48d5f1140e3f,linear,9,unknown,0.4,ttdf_3e34cd422236,pf_1c87c7145b93,train300,too_few_calls,variable_planning,topo_1c8dbe1830b2,G
float,5,5,5,4,0.0,G_5call_linear_long_horizon_00,gt_02fae4e2b33c,linear,9,unknown,0.5,ttdf_babe92909820,pf_fb69c0c00a50,train300,premature_stop,long_horizon_planning,topo_d228dd6db98a,G
float,6+,6,5,10,0.049,A_6pcall_fan_in_tool_catalog_01,gt_cdd052be4b31,fan_in,16,unknown,0.454545,ttdf_42d2995a6f40,pf_50fa65a854ed,train300,distractor_confusion,tool_catalog_search,topo_926312b15db7,A
float,2,2,2,6,0.0117,G_2call_linear_continuation_00,gt_29243c224d3b,linear,8,unknown,0.333333,ttdf_1ae468c27d05,pf_795781443517,train300,wrong_second_tool_after_correct_prefix,continuation_after_observation,topo_fdeb50f24873,G
float,2,2,2,9,0.0,A_2call_linear_continuation_04,gt_84f219ac023d,linear,11,unknown,0.333333,ttdf_deae1f887c12,pf_fdaaa5e043d8,train300,wrong_second_tool_after_correct_prefix,continuation_after_observation,topo_fdeb50f24873,A
float,3,3,2,7,0.0417,A_3call_fan_in_variable_pla_00,gt_cb9ed77a2f5f,fan_in,10,unknown,0.4,ttdf_1900644b6130,pf_72c74bf3add6,train300,too_few_calls,variable_planning,topo_911586a55488,A
float,6+,8,6,1,0.1108,A_6pcall_fan_in_tool_catalog_02,gt_edccb8ca3501,fan_in,9,unknown,0.466667,ttdf_0544aaee4722,pf_4e61f7fef5cb,train300,distractor_confusion,tool_catalog_search,topo_e1b2f19eddb9,A
float,6+,6,6,2,0.0583,G_6pcall_linear_long_horizon_00,gt_f7e96fb69e94,linear,8,unknown,0.5,ttdf_976c382204d3,pf_a8a87e17f6c7,train300,premature_stop,long_horizon_planning,topo_02b29308ce2b,G
string,4,4,3,7,0.0,G_4call_fan_in_variable_pla_00,gt_1ae4a196c464,fan_in,11,unknown,0.5,ttdf_f6b2887c6919,pf_0a357e5fd7a4,train300,too_few_calls,variable_planning,topo_bd3dd51ec1a9,G
float,2,2,2,16,0.0073,A_2call_linear_tool_catalog_05,gt_475bbf724df0,linear,18,unknown,0.5,ttdf_1ed80d92835f,pf_bb0260f5c5cf,train300,distractor_confusion,tool_catalog_search,topo_fdeb50f24873,A
float,6+,7,3,11,0.043,A_6pcall_branch_aggregate_tool_catalog_00,gt_e7e13435516f,branch_aggregate,18,unknown,0.461538,ttdf_7f5e25dcaf3a,pf_2f1d99b2ff27,train300,distractor_confusion,tool_catalog_search,topo_b53a306e6f0b,A
float,2,2,2,11,0.0106,G_2call_linear_tool_catalog_02,gt_593776dcf098,linear,13,unknown,0.2,ttdf_4b355213991f,pf_7161217c9f81,train300,distractor_confusion,tool_catalog_search,topo_fdeb50f24873,G
string,4,4,3,7,0.0167,G_4call_fan_in_variable_pla_00,gt_957ea48c2342,fan_in,11,unknown,0.5,ttdf_4258c552ac5e,pf_cab11465300b,train300,too_few_calls,variable_planning,topo_bd3dd51ec1a9,G
float,5,5,5,3,0.0583,A_5call_linear_long_horizon_00,gt_31d075fc0592,linear,8,unknown,0.5,ttdf_0be5b6cb75ae,pf_2e532656c735,train300,premature_stop,long_horizon_planning,topo_d228dd6db98a,A
float,6+,7,7,3,0.0583,G_6pcall_linear_long_horizon_00,gt_25b831c94c1f,linear,10,unknown,0.428571,ttdf_71260bf92acb,pf_c10bf5bbb79e,train300,premature_stop,long_horizon_planning,topo_47316b07929b,G
float,6+,7,4,4,0.0,G_6pcall_fan_in_long_horizon_00,gt_d68cf4ea7aec,fan_in,11,unknown,0.461538,ttdf_45c1968f9754,pf_08c4606df034,train300,premature_stop,long_horizon_planning,topo_63f405a71afa,G
float,4,4,2,9,0.035,G_4call_branch_aggregate_tool_catalog_00,gt_8be148919345,branch_aggregate,13,unknown,0.375,ttdf_8209223201ed,pf_39024646aef6,train300,distractor_confusion,tool_catalog_search,topo_64b2717a77dd,G
float,6+,7,4,8,0.0159,G_6pcall_fan_in_tool_catalog_01,gt_a05c1f7f0639,fan_in,15,unknown,0.428571,ttdf_5808df6fd315,pf_a35c109ba231,train300,distractor_confusion,tool_catalog_search,topo_63f405a71afa,G
string,5,5,4,7,0.01,A_5call_fan_in_long_horizon_00,gt_90872a8d2737,fan_in,12,unknown,0.4,ttdf_2e4c515a13ac,pf_1b881c5d1507,train300,premature_stop,long_horizon_planning,topo_7279e5f4b24a,A
float,2,2,2,9,0.0,G_2call_linear_continuation_04,gt_84f219ac023d,linear,11,unknown,0.25,ttdf_042a02215c83,pf_7efa03c14e51,train300,wrong_second_tool_after_correct_prefix,continuation_after_observation,topo_fdeb50f24873,G
numeric_string,2,2,2,7,0.0,A_2call_linear_continuation_03,gt_622753e34781,linear,9,unknown,0.25,ttdf_043985a8ce1c,pf_645dfcb088f9,train300,numeric_string_confusion,argument_typing,topo_fdeb50f24873,A
float,6+,6,6,3,0.0389,G_6pcall_linear_long_horizon_00,gt_f8cf53b0e471,linear,9,unknown,0.5,ttdf_4dd3d4ca918b,pf_3afbef12472e,train300,premature_stop,long_horizon_planning,topo_02b29308ce2b,G
float,3,3,2,8,0.0421,A_3call_fan_in_variable_pla_00,gt_3b4ee6d4b07f,fan_in,11,unknown,0.333333,ttdf_942dab9f4ab7,pf_a52df7ae8ca0,train300,too_few_calls,variable_planning,topo_911586a55488,A
bool,2,2,2,10,0.0333,A_2call_linear_continuation_01,gt_c3d71141b1a5,linear,12,unknown,0.333333,ttdf_89a5963f242c,pf_222c33ffdffe,train300,wrong_second_tool_after_correct_prefix,continuation_after_observation,topo_fdeb50f24873,A
float,6+,7,5,5,0.0117,G_6pcall_fan_in_long_horizon_00,gt_891d011d638e,fan_in,12,unknown,0.545455,ttdf_8a92590fcafb,pf_5af63d025ceb,train300,premature_stop,long_horizon_planning,topo_ca6030f187be,G
float,4,4,2,10,0.049,A_4call_branch_aggregate_tool_catalog_00,gt_0f64be964c9f,branch_aggregate,14,unknown,0.375,ttdf_a6da9c250e6d,pf_da02814703f5,train300,distractor_confusion,tool_catalog_search,topo_64b2717a77dd,A
float,4,4,4,4,0.1021,A_4call_linear_variable_pla_00,gt_e748a9824b25,linear,8,unknown,0.375,ttdf_2f4bbfee307c,pf_06a9c0b4ad27,train300,too_few_calls,variable_planning,topo_5296967693d8,A
int,6+,6,4,12,0.035,G_6pcall_branch_aggregate_tool_catalog_00,gt_0d861d282a24,branch_aggregate,18,unknown,0.454545,ttdf_1f0b826e72d8,pf_be52081e2618,train300,distractor_confusion,tool_catalog_search,topo_8c144cdbfcfb,G
string,5,5,4,7,0.0225,A_5call_fan_in_long_horizon_00,gt_e4373431b601,fan_in,12,unknown,0.4,ttdf_bc49970de090,pf_4cd78526da67,train300,premature_stop,long_horizon_planning,topo_0c51481d8aeb,A
string,4,4,3,6,0.0817,G_4call_fan_in_variable_pla_00,gt_957ea48c2342,fan_in,10,unknown,0.5,ttdf_2c2b2a75f3d9,pf_fec56902af3f,train300,too_few_calls,variable_planning,topo_bd3dd51ec1a9,G
string,5,5,4,5,0.0408,A_5call_fan_in_long_horizon_00,gt_69e1c4a0e8d7,fan_in,10,unknown,0.444444,ttdf_389d3366f389,pf_2b95f2c44a4e,train300,premature_stop,long_horizon_planning,topo_0c51481d8aeb,A
float,5,5,4,7,0.08,G_5call_fan_in_long_horizon_00,gt_e6e01657f4b6,fan_in,12,unknown,0.5,ttdf_8e8f45395b58,pf_2e40b804ba07,train300,premature_stop,long_horizon_planning,topo_774030263969,G
numeric_string,2,2,2,7,0.025,A_2call_linear_continuation_03,gt_622753e34781,linear,9,unknown,0.25,ttdf_5fcd314270c9,pf_8d746d77aa29,train300,numeric_string_confusion,argument_typing,topo_fdeb50f24873,A
float,2,2,2,13,0.009,G_2call_linear_tool_catalog_02,gt_29243c224d3b,linear,15,unknown,0.333333,ttdf_74caba03ffa6,pf_eb0c96f6acaf,train300,distractor_confusion,tool_catalog_search,topo_fdeb50f24873,G
numeric_string,2,2,2,7,0.0542,A_2call_linear_continuation_03,gt_622753e34781,linear,9,unknown,0.25,ttdf_0e23839e393f,pf_fd0ee31cadbc,train300,numeric_string_confusion,argument_typing,topo_fdeb50f24873,A
float,2,2,2,12,0.0,G_2call_linear_tool_catalog_02,gt_29243c224d3b,linear,14,unknown,0.333333,ttdf_9817de938d54,pf_0e81e6b3e922,train300,distractor_confusion,tool_catalog_search,topo_fdeb50f24873,G
numeric_string,2,2,2,6,0.0525,A_2call_linear_continuation_03,gt_0dd1f0c06b09,linear,8,unknown,0.125,ttdf_d03e5a45636d,pf_52ac3e6482e5,train300,numeric_string_confusion,argument_typing,topo_fdeb50f24873,A
float,6+,6,5,8,0.0227,A_6pcall_fan_in_tool_catalog_01,gt_fd0428fd1246,fan_in,14,unknown,0.5,ttdf_fb2e22ddad48,pf_2672ef435854,train300,distractor_confusion,tool_catalog_search,topo_926312b15db7,A
float,6+,8,5,3,0.0,G_6pcall_fan_in_long_horizon_00,gt_55970c9cd142,fan_in,11,unknown,0.4375,ttdf_57df8d8c5bcb,pf_b76c3e17fce2,train300,premature_stop,long_horizon_planning,topo_c39b8213eda5,G
numeric_string,2,2,2,7,0.035,A_2call_linear_continuation_03,gt_622753e34781,linear,9,unknown,0.25,ttdf_57c581bfb890,pf_4fe247854ef2,train300,numeric_string_confusion,argument_typing,topo_fdeb50f24873,A
float,6+,6,5,3,0.0292,A_6pcall_fan_in_tool_catalog_02,gt_1d33df436acf,fan_in,9,unknown,0.454545,ttdf_5180cb2f6371,pf_32d96b86974b,train300,distractor_confusion,tool_catalog_search,topo_926312b15db7,A
float,4,4,3,7,0.0417,A_4call_fan_in_variable_pla_00,gt_f5d221a34d32,fan_in,11,unknown,0.428571,ttdf_a2107b27b9f6,pf_812e702d0caa,train300,too_few_calls,variable_planning,topo_30980484d6d7,A
float,3,3,2,9,0.0156,A_3call_fan_in_variable_pla_00,gt_3b4ee6d4b07f,fan_in,12,unknown,0.333333,ttdf_286cc86ff982,pf_160bd522f03f,train300,too_few_calls,variable_planning,topo_911586a55488,A
int,6+,8,8,2,0.0583,A_6pcall_linear_long_horizon_00,gt_cb8739cc63f0,linear,10,unknown,0.466667,ttdf_3fbf368af327,pf_46546c25a6ac,train300,premature_stop,long_horizon_planning,topo_ff8ead63c33b,A
float,2,2,2,15,0.0093,G_2call_linear_tool_catalog_02,gt_29243c224d3b,linear,17,unknown,0.333333,ttdf_7966a158a707,pf_72d57095cbd5,train300,distractor_confusion,tool_catalog_search,topo_fdeb50f24873,G
float,6+,8,5,8,0.0263,A_6pcall_fan_in_tool_catalog_01,gt_d03f33079625,fan_in,16,unknown,0.5,ttdf_30a35ee0f7b0,pf_c27ca275291f,train300,distractor_confusion,tool_catalog_search,topo_bf579ac7c4b1,A
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,000b6bed-2a29-4199-a359-0e107922a1ff,,diagnostic,,,topo_911586a55488,diagnostic
str,2,2,2,17,0.0,,,linear,19,na,0.166667,01e1c208-31dc-4ae6-89ae-da9efb73c7e3,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,5,5,0.0,,,linear,10,na,0.4,0214b225-23ae-4a8f-bb93-8fbaec94831c,,diagnostic,,,topo_d228dd6db98a,diagnostic
int,2,2,2,11,0.0,,,linear,13,na,0.333333,0219f9a1-ced9-4e6d-9b99-1570e1178b66,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,037ab7a7-2503-4a04-9bde-f2d81c184790,,diagnostic,,,topo_30980484d6d7,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,038f3d86-b97b-49e6-b878-1b80c73fb744,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,047fb639-ca36-4a73-9407-507b8c3b4c5d,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,04bd68f8-3e77-4cda-b43f-c42616d95d33,,diagnostic,,,topo_911586a55488,diagnostic
float,6+,7,5,3,0.0,,,fan_in,10,na,0.428571,04d81d58-98bf-4665-87aa-6eed765ce6f0,,diagnostic,,,topo_619388d6c582,diagnostic
float,2,2,2,7,0.0,,,linear,9,na,0.25,05b1bdbd-de3f-4773-b867-990b6006aef2,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.375,05ec87ae-0659-42c3-82e8-a0645c4a70df,,diagnostic,,,topo_5296967693d8,diagnostic
bool,2,2,2,11,0.0,,,linear,13,na,0.25,06706b83-4657-4e2c-b372-af1d826f1b6e,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,36,10,0,0.0,,,fan_in,10,na,0.486111,07df2ad6-7ac0-4c6a-b79a-0b02782d0235,,diagnostic,,,topo_94b2ebdeffae,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,081ad64a-4bb8-4a0c-b2df-c21b7bc8cc35,,diagnostic,,,topo_2b041b861492,diagnostic
str,2,2,2,14,0.0036,,,linear,16,na,0.142857,091b5d2a-206a-4ac4-81df-754ec6393b92,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,4,3,0.0,,,fan_in,8,na,0.4,0a126d0d-6cfc-4370-b0e1-765cae294529,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,0a78c579-29ef-4c96-918c-e8df417194dc,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,0af2696a-9970-4e55-ad31-57e14ca65f20,,diagnostic,,,topo_30980484d6d7,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,0b84b61f-8ee3-443f-a2f6-120462682951,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,0b8c39be-fcda-4d8c-b2d9-710a48d8d955,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.571429,0baca5f1-6810-42b0-a9b4-051f76316bf1,,diagnostic,,,topo_7279e5f4b24a,diagnostic
list,2,2,2,11,0.0143,,,linear,13,na,0.142857,0bb06ff9-8b0e-4eba-ae38-7dbab0ccc741,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,0c3f5a6d-1aec-4d52-9310-c0e0ab651fef,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,0c5881b2-9556-42dd-8922-00d35a26becd,,diagnostic,,,topo_fdeb50f24873,diagnostic
str,2,2,2,13,0.0054,,,linear,15,na,0.333333,0cea3214-8bbb-443a-943e-de9038f8b5f9,,diagnostic,,,topo_fdeb50f24873,diagnostic
str,2,2,2,11,0.008,,,linear,13,na,0.333333,0d77d7ab-46ff-419f-882f-a34511651f6a,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,0e370f74-67af-4218-a65f-8f39d4562c48,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,6+,11,5,0,0.0,,,fan_in,9,na,0.454545,0edcb8a5-990e-4830-b55e-f920ac2ec474,,diagnostic,,,topo_dd4701abf20a,diagnostic
float,3,3,3,5,0.0,,,linear,8,na,0.333333,0ef8ad41-e5ac-47dc-bc73-3ff7e647aa7e,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
int,2,2,2,15,0.0,,,linear,17,na,0.5,0f0a365f-d57e-4682-891b-b43b9d244d33,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,0f1d3aca-4e40-45a9-b1e8-9ef76e1e1cd2,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,3,6,0.0,,,fan_in,11,na,0.4,0f4234c1-7508-46d2-85b3-6f659be4a9e5,,diagnostic,,,topo_5dc2042eea23,diagnostic
float,5,5,4,3,0.0,,,fan_in,8,na,0.4,0fcd0f80-2059-4e14-ba8f-04a89cb13ec8,,diagnostic,,,topo_774030263969,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,100cb8c9-03ec-428f-ad0c-75e2fc296aaa,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,10994d45-1097-43fa-965c-6cbdd1f7a2a0,,diagnostic,,,topo_911586a55488,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,115e0164-7c78-42bc-9fd9-9ef06892325b,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,6+,19,7,0,0.0,,,fan_in,10,na,0.473684,1163aa42-d931-4ae3-a9af-3800e1200319,,diagnostic,,,topo_15e3d1d41487,diagnostic
float,6+,6,4,3,0.0,,,fan_in,9,na,0.5,123ce206-69a4-4901-93c1-ec1089eb8660,,diagnostic,,,topo_37f1fc553f96,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,127a6fdd-24ca-4bfb-841c-3e1d9605dc1e,,diagnostic,,,topo_5dc2042eea23,diagnostic
float,5,5,3,4,0.0,,,fan_in,9,na,0.4,12b16d2a-7804-4be3-b278-86320411678e,,diagnostic,,,topo_5dc2042eea23,diagnostic
float,6+,8,4,2,0.0,,,fan_in,10,na,0.4375,12dc2f74-7b39-4722-a840-bca49488c27e,,diagnostic,,,topo_2048dd2b78ee,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,1310e585-1996-4df5-93f4-9f0b5a0838fd,,diagnostic,,,topo_911586a55488,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,139b3427-bcac-4e67-aa20-de8bd3ad996b,,diagnostic,,,topo_17d840e0415f,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,13cbad3d-d768-4d4d-bfce-542b6af4c28c,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,141c02ac-0e10-4b84-8fee-d2c6d9878ff1,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,147ffda7-4f8d-49e7-b4d7-799e4e43d10a,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
list,2,2,2,15,0.0158,,,linear,17,na,0.2,14dcf34c-1e76-4163-ae1e-b5d073ab2e30,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,15475c99-4877-45c2-acb6-82b1b8fda842,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,15c44ed2-3566-4319-b273-97c4c86fee73,,diagnostic,,,topo_774030263969,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.428571,162bc9d2-4ec9-4bed-9e0b-4e9353dd8a93,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,5,5,4,7,0.01,,,fan_in,12,na,0.444444,168257a8-a944-4dbc-8ae6-9b183edb9018,,diagnostic,,,topo_7279e5f4b24a,diagnostic
float,6+,6,5,4,0.0,,,fan_in,10,na,0.416667,1687e9c2-fcd0-43f9-9cd4-ffbcdb497c48,,diagnostic,,,topo_6083e580bf00,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,1717147f-edc7-419b-9f2d-5f7fd6e2314b,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,5,6,0.0,,,linear,11,na,0.4,174a02ed-7ae5-4508-9754-d9408a886790,,diagnostic,,,topo_d228dd6db98a,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,1810cf06-7295-4bcb-aafb-ae1e0b6244cf,,diagnostic,,,topo_17d840e0415f,diagnostic
float,6+,8,7,2,0.0,,,fan_in,10,na,0.4375,185a7140-1b85-41cf-bcf2-ae8025282e07,,diagnostic,,,topo_76993c3ca74e,diagnostic
str,2,2,2,16,0.0059,,,linear,18,na,0.125,18c1e7de-838f-402c-b0eb-92740963761e,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,18f2119a-53e9-4e04-bd1a-2b88f2e68919,,diagnostic,,,topo_911586a55488,diagnostic
float,6+,9,5,0,0.0,,,fan_in,8,na,0.444444,19dd3e9b-c499-4369-a5ba-c81c8c76f165,,diagnostic,,,topo_48ee082e2dae,diagnostic
str,2,2,2,15,0.0619,,,linear,17,na,0.25,1a23d01d-1bf7-4680-bcfc-784c194f031c,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,4,4,0.0,,,linear,8,na,0.375,1a95ac9a-3832-4f34-9b24-c5b7f210d666,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,4,3,0.0,,,fan_in,8,na,0.4,1b676365-4461-4b1a-b034-1e3f7906cb26,,diagnostic,,,topo_7279e5f4b24a,diagnostic
float,3,3,2,6,0.0,,,fan_in,9,na,0.333333,1c055a2e-5491-46d7-aa89-b52d6c44c2d4,,diagnostic,,,topo_911586a55488,diagnostic
str,2,2,2,12,0.0165,,,linear,14,na,1.0,1c5f421d-82a1-41ee-82f1-44efc7f013ff,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,1d7544df-ed8c-43e9-abb0-f7bc6228e485,,diagnostic,,,topo_30980484d6d7,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,1dcdbf2f-b7ae-4293-ba08-46491c9a32eb,,diagnostic,,,topo_fdeb50f24873,diagnostic
