aggregation_arity,branching_score,call_bucket,critical_path_length,depth,edge_density,indegree_hist,linearity_score,max_indegree,max_outdegree,motif,n_calls_with_reference,n_constant_only_calls,n_edges,n_fan_in_nodes,n_fan_out_nodes,n_leaves,n_nodes,n_reused_outputs,n_roots,outdegree_hist,ref_format_counts,reference_density,sample_id,source,tool_names,topology_hash,weakly_connected_components
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_5a74a6e61b85,heldout,percentage_value|whole_quotient|label_with_unit,topo_1c8dbe1830b2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_60a9f6da048a,heldout,seconds_from_minutes|reduce_amount,topo_fdeb50f24873,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_dfb0addf7c14,heldout,root_extract|round_up_whole|whole_number_of|balance_of_three,topo_64b2717a77dd,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_7df7acf902f3,heldout,celsius_to_fahrenheit|multiply,topo_fdeb50f24873,1
2.0,0.125,6+,5,5,0.25,"{0: 2, 1: 5, 2: 1}",0.0,2,1,fan_in,6,2,7,1,0,1,8,0,2,"{1: 7, 0: 1}",{0: 7},0.466667,ttdf_34721416cb19,heldout,absolute_difference|multiply|divide|floor|divide|divide|average_of_two|percent_of,topo_c39b8213eda5,1
2.0,0.125,6+,7,7,0.25,"{0: 2, 1: 5, 2: 1}",0.0,2,1,fan_in,6,2,7,1,0,1,8,0,2,"{1: 7, 0: 1}",{0: 7},0.411765,ttdf_7571dee711a6,heldout,per_unit_value|shrink_by_rate|gap_between|portion_by_rate|shrink_by_rate|per_unit_value|gap_between|inside_limits,topo_eaa9138bf474,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.5,ttdf_1deb4113dfdb,heldout,read_amount_from_text|per_unit_value|self_product|combine_amounts|proportion_between|scale_quantity|render_with_decimals,topo_cd7f4c91b6f3,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_67fcaa910587,heldout,gap_between|shrink_by_rate|proportion_between,topo_911586a55488,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_0abb4826eb7d,heldout,fahrenheit_from_celsius|pairwise_product|proportion_between|midpoint_value|remaining_after,topo_d228dd6db98a,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_0261ee5fa88c,heldout,inverse|average_of_two|meters_to_km|absolute_difference|label_with_unit,topo_0c51481d8aeb,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_138615b6d4ac,heldout,celsius_from_fahrenheit|midpoint_value,topo_fdeb50f24873,1
3.0,0.142857,6+,3,3,0.285714,"{0: 3, 1: 3, 3: 1}",0.0,3,1,fan_in,4,3,6,1,0,1,7,0,3,"{1: 6, 0: 1}",{0: 6},0.4,ttdf_6a93c9abf83e,heldout,proportion_between|gap_between|portion_by_rate|grow_by_rate|remaining_after|full_groups_of|balance_of_three,topo_b53a306e6f0b,1
2.0,0.125,6+,6,6,0.25,"{0: 2, 1: 5, 2: 1}",0.0,2,1,fan_in,6,2,7,1,0,1,8,0,2,"{1: 7, 0: 1}",{0: 7},0.4375,ttdf_232677276db4,heldout,whole_quotient|increase_by_percent|whole_quotient|absolute_difference|modulo_of|decrease_by_percent|increase_by_percent|quotient_of,topo_e1b2f19eddb9,1
3.0,0.142857,6+,3,3,0.285714,"{0: 3, 1: 3, 3: 1}",0.0,3,1,fan_in,4,3,6,1,0,1,7,0,3,"{1: 6, 0: 1}",{0: 6},0.4,ttdf_2c0dac421517,heldout,increase_by_percent|floor_divide|add|absolute_difference|decrease_by_percent|quotient_of|range_of_three,topo_b53a306e6f0b,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_0368f20771a2,heldout,minutes_from_hours|shrink_by_rate|gap_between|reduce_amount|grow_by_rate,topo_d228dd6db98a,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_5ee69188cf02,heldout,seconds_to_full_minutes|subtract,topo_fdeb50f24873,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.6,ttdf_4afe482200e9,heldout,reciprocal_value|reduce_amount|reciprocal_value|round_down_whole,topo_5296967693d8,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_518d58821d81,heldout,whole_minutes_from_seconds|scale_quantity,topo_fdeb50f24873,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_04b100a77d6b,heldout,fahrenheit_to_celsius|average_of_two|increase_by_percent|floor,topo_5296967693d8,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_6d5818e842d2,heldout,seconds_to_full_minutes|average_of_two,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_4972d9d643ec,heldout,proportion_between|per_unit_value|portion_by_rate,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_457971ab0603,heldout,minutes_to_seconds|sum_two_numbers,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_72cf6691c37b,heldout,reduce_amount|gap_between|split_evenly,topo_911586a55488,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_2ec6e08a35b1,heldout,nearest_integer|ratio_of|sum_two_numbers|divide,topo_5296967693d8,1
2.0,0.142857,6+,6,6,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.5,ttdf_5820dd1199d7,heldout,read_amount_from_text|remaining_after|per_unit_value|total_of_pair|scale_quantity|midpoint_value|stringify_amount,topo_aac04d391b9b,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_17d9120659cf,heldout,parse_numeric_text|format_number_fixed,topo_fdeb50f24873,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.3,ttdf_3eaaf4c17c9c,heldout,series_length|remaining_after|flip_sign|portion_by_rate,topo_5296967693d8,1
2.0,0.125,6+,5,5,0.25,"{0: 2, 1: 5, 2: 1}",0.0,2,1,fan_in,6,2,7,1,0,1,8,0,2,"{1: 7, 0: 1}",{0: 7},0.5,ttdf_4445be849524,heldout,inverse|difference_of_numbers|multiply|minutes_to_seconds|quotient_of|ratio_of|decrease_by_percent|quotient_of,topo_c39b8213eda5,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_0a616614b78f,heldout,midpoint_value|trim_precision|combine_amounts|whole_number_of,topo_bd3dd51ec1a9,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_3f2d4ea393f1,heldout,parse_numeric_text|format_number_fixed,topo_fdeb50f24873,1
2.0,0.125,6+,7,7,0.25,"{0: 2, 1: 5, 2: 1}",0.0,2,1,fan_in,6,2,7,1,0,1,8,0,2,"{1: 7, 0: 1}",{0: 7},0.538462,ttdf_9f47294a4d41,heldout,fahrenheit_to_celsius|ratio_of|modulo_of|square_value|quotient_of|negate|average_of_two|multiply,topo_596ff8eb2493,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_76c14c3abe95,heldout,meters_to_km|absolute_difference,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_a6094181c3e6,heldout,grow_by_rate|proportion_between|portion_by_rate,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_63f53ef5648f,heldout,meters_to_km|average_of_two,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_4f4cfd571d97,heldout,whole_number_of|grow_by_rate|combine_amounts,topo_1c8dbe1830b2,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_c445b5730569,heldout,fahrenheit_to_celsius|reminder|ceiling|product_of_numbers|difference_of_numbers,topo_d228dd6db98a,1
1.0,0.0,6+,8,8,0.25,"{0: 1, 1: 7}",1.0,1,1,linear,7,1,7,0,0,1,8,0,1,"{1: 7, 0: 1}",{0: 7},0.5,ttdf_9db0afeff920,heldout,km_from_meters|reduce_amount|grow_by_rate|grow_by_rate|combine_amounts|flip_sign|reduce_amount|portion_by_rate,topo_ff8ead63c33b,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_3469c805d8de,heldout,sqrt|ratio_of|decrease_by_percent|sum_two_numbers|fahrenheit_to_celsius|average_of_two,topo_926312b15db7,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_7adc3a2d81cd,heldout,whole_minutes_from_seconds|proportion_between|scale_quantity|whole_number_of,topo_bd3dd51ec1a9,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_39f9f4d67abc,heldout,increase_by_percent|multiply|percentage_value,topo_911586a55488,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_5ea97b9d2894,heldout,floor_divide|square_value|inverse|multiply|percentage_value|percentage_value,topo_5cf1a13edea8,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_5948245b4eb9,heldout,minutes_from_hours|portion_by_rate|midpoint_value|whole_number_of,topo_bd3dd51ec1a9,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_7853fbac08f9,heldout,minutes_from_hours|reciprocal_value|portion_by_rate|leftover_after_grouping|pairwise_product,topo_2b041b861492,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_9d31c62f0125,heldout,hours_to_minutes|decrease_by_percent,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_83cdf4eddbb0,heldout,reminder|increase_by_percent|difference_of_numbers,topo_911586a55488,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_383ad17e7991,heldout,shrink_by_rate|proportion_between|portion_by_rate,topo_911586a55488,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_eb4769ff27e9,heldout,reminder|add|percentage_value,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_ae2dd5e15a76,heldout,hours_to_minutes|absolute_difference,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_8e92bbdc4215,heldout,pairwise_product|proportion_between|midpoint_value,topo_911586a55488,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.285714,ttdf_6ead32c2d93f,heldout,round_to_decimals|sqrt|scale_values,topo_1c8dbe1830b2,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_16b89c4cec7f,heldout,reciprocal_value|gap_between|pairwise_product,topo_1c8dbe1830b2,1
1.0,0.0,6+,7,7,0.285714,"{0: 1, 1: 6}",1.0,1,1,linear,6,1,6,0,0,1,7,0,1,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_491aa5f3c39c,heldout,shrink_by_rate|proportion_between|grow_by_rate|per_unit_value|reduce_amount|per_unit_value|flip_sign,topo_47316b07929b,1
1.0,0.0,6+,8,8,0.25,"{0: 1, 1: 7}",1.0,1,1,linear,7,1,7,0,0,1,8,0,1,"{1: 7, 0: 1}",{0: 7},0.5,ttdf_9ccc5f0deb30,heldout,seconds_from_minutes|midpoint_value|leftover_after_grouping|combine_amounts|pairwise_product|round_up_whole|shrink_by_rate|portion_by_rate,topo_ff8ead63c33b,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_6deab8d6f51e,heldout,full_groups_of|portion_by_rate|portion_by_rate,topo_911586a55488,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_365dca78785f,heldout,portion_by_rate|gap_between|reduce_amount,topo_911586a55488,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_bb66ae347bf3,heldout,trim_precision|root_extract|whole_number_of|balance_of_three,topo_64b2717a77dd,1
2.0,0.125,6+,6,6,0.25,"{0: 2, 1: 5, 2: 1}",0.0,2,1,fan_in,6,2,7,1,0,1,8,0,2,"{1: 7, 0: 1}",{0: 7},0.466667,ttdf_995ed37516a3,heldout,increase_by_percent|ratio_of|subtract|absolute_difference|add|subtract|square_value|divide,topo_ace9c53050f0,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_bd34d7b48275,heldout,hours_to_minutes|average_of_two,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_e37b112e5d91,heldout,hours_to_minutes|increase_by_percent,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_2448b036a606,heldout,km_to_meters|ratio_of,topo_fdeb50f24873,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_3b95bf2af107,heldout,portion_by_rate|per_unit_value|pairwise_product|whole_number_of,topo_bd3dd51ec1a9,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_1d72d0d59090,heldout,whole_minutes_from_seconds|portion_by_rate,topo_fdeb50f24873,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_070e396f6970,heldout,nearest_integer|decrease_by_percent|increase_by_percent|divide|build_tag,topo_7279e5f4b24a,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_5ec5b444f2df,heldout,reminder|multiply|label_with_unit,topo_1c8dbe1830b2,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_4720ea0a3695,heldout,round_down_whole|trim_precision|pairwise_product|dispersion_of_three,topo_64b2717a77dd,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.285714,ttdf_2e4108057c2f,heldout,rank_of_peak|portion_by_rate|self_product,topo_1c8dbe1830b2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_5466288af998,heldout,celsius_to_fahrenheit|average_of_two,topo_fdeb50f24873,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.333333,ttdf_4d42b7a452a5,heldout,series_spread|split_evenly|flip_sign|pairwise_product,topo_5296967693d8,1
3.0,0.125,6+,4,4,0.25,"{0: 3, 1: 4, 3: 1}",0.0,3,1,fan_in,5,3,7,1,0,1,8,0,3,"{1: 7, 0: 1}",{0: 7},0.4375,ttdf_4ea07b767594,heldout,round_to_decimals|whole_quotient|square_value|decrease_by_percent|percent_of|modulo_of|product_of_numbers|mean_of_three,topo_5eeac3554b19,1
2.0,0.142857,6+,4,4,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.5,ttdf_b80a7b61e0b5,heldout,celsius_to_fahrenheit|ratio_of|sum_two_numbers|minutes_to_seconds|decrease_by_percent|absolute_difference|ratio_of,topo_63f405a71afa,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_69a435ca0ac8,heldout,meters_from_km|combine_amounts,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_2ca549098c21,heldout,meters_from_km|midpoint_value,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_381f780079f9,heldout,modulo_of|decrease_by_percent|label_with_unit,topo_1c8dbe1830b2,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_537b8945abb4,heldout,pairwise_product|proportion_between|pairwise_product|whole_number_of,topo_bd3dd51ec1a9,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_897b55a7ab9c,heldout,meters_to_km|add|nearest_integer|difference_of_numbers|ratio_of,topo_d228dd6db98a,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_ad0c85211ed9,heldout,average_of_two|increase_by_percent|build_tag,topo_1c8dbe1830b2,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_5c3510d085ad,heldout,whole_quotient|product_of_numbers|absolute_difference,topo_911586a55488,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_404c1b18b8c7,heldout,flip_sign|reduce_amount|midpoint_value,topo_1c8dbe1830b2,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_545d5f117a56,heldout,trim_precision|whole_minutes_from_seconds|midpoint_value,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_7c16cd835a08,heldout,seconds_from_minutes|proportion_between,topo_fdeb50f24873,1
2.0,0.125,6+,5,5,0.25,"{0: 2, 1: 5, 2: 1}",0.0,2,1,fan_in,6,2,7,1,0,1,8,0,2,"{1: 7, 0: 1}",{0: 7},0.538462,ttdf_5abf2f83049f,heldout,increase_by_percent|ratio_of|negate|minutes_to_seconds|divide|ceiling|absolute_difference|percentage_value,topo_c39b8213eda5,1
3.0,0.166667,6+,3,3,0.333333,"{0: 3, 1: 2, 3: 1}",0.0,3,1,fan_in,3,3,5,1,0,1,6,0,3,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_2915468f4301,heldout,reciprocal_value|shrink_by_rate|leftover_after_grouping|proportion_between|root_extract|dispersion_of_three,topo_00ac72c33abd,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_fdcc137bee4d,heldout,sqrt|multiply|absolute_difference|increase_by_percent,topo_5296967693d8,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_04c828f63ace,heldout,km_from_meters|portion_by_rate|leftover_after_grouping,topo_1c8dbe1830b2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_2c51262526aa,heldout,fahrenheit_to_celsius|absolute_difference,topo_fdeb50f24873,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_5a9d8d47cf8d,heldout,km_to_meters|floor_divide|increase_by_percent|inverse|decrease_by_percent,topo_d228dd6db98a,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_00ae32ac382a,heldout,whole_number_of|split_evenly|midpoint_value|trim_precision,topo_5296967693d8,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.416667,ttdf_af0ab73a71ef,heldout,flip_sign|scale_quantity|per_unit_value|grow_by_rate|midpoint_value|inside_limits,topo_f5466e583fca,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_f340f8bf76b7,heldout,pairwise_product|grow_by_rate|split_evenly,topo_911586a55488,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_35c96fe9aa1d,heldout,average_of_two|increase_by_percent|absolute_difference,topo_911586a55488,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.545455,ttdf_a688cfc68229,heldout,ceiling|sqrt|whole_quotient|decrease_by_percent|meters_to_km|difference_of_numbers|product_of_numbers,topo_ca6030f187be,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_37fc2e55ab32,heldout,floor|whole_quotient|subtract|quotient_of|minutes_to_seconds|ratio_of,topo_926312b15db7,1
